,id,name,artists,duration_s,release_date,year,acousticness,danceability,energy,instrumentalness,liveness,loudness,speechiness,tempo,valence,mode,key,popularity,explicit,Year_dt
323,608a1wIsSd5KzMEqm1O7w3,I'm On One,Drake,296.147,1/1/11,2011,0.0536,0.413,0.807,0.0,0.631,-3.499,0.318,149.33,0.438,0,11,67,1,2011-01-01
324,7yfg0Eer6UZZt5tZ1XdsWz,Make Me Proud,Drake,219.893,11/15/11,2011,0.00268,0.684,0.486,0.000148,0.157,-10.155,0.132,131.913,0.355,1,1,66,1,2011-01-01
325,2P3SLxeQHPqh8qKB6gtJY2,Poetic Justice,Drake,300.16,2012,2012,0.157,0.779,0.572,0.0,0.246,-9.985,0.378,135.956,0.647,0,6,69,1,2012-01-01
326,4X5f3vT8MRuXF68pfjNte5,"F**kin' Problems (feat. Drake, 2 Chainz & Kendrick Lamar)",Drake,233.787,2013,2013,0.024,0.852,0.693,0.0,0.11,-6.87,0.274,95.967,0.66,1,1,76,1,2013-01-01
327,2aSC2xhRxOLiiZZVjhbylH,"Hold On, We're Going Home",Drake,227.88,1/1/13,2013,0.00415,0.776,0.413,2.68e-05,0.0724,-7.438,0.0952,100.003,0.287,0,6,71,0,2013-01-01
328,0GaBIpyHvytM1UBYmqXu08,From Time,Drake,322.16,1/1/13,2013,0.626,0.738,0.491,0.0,0.126,-9.726,0.413,94.378,0.448,0,1,68,1,2013-01-01
329,7y911sqgHGHcyU4ivapjwi,All Me,Drake,270.867,1/1/13,2013,0.0705,0.67,0.515,0.0,0.25,-6.977,0.397,122.006,0.422,1,1,66,1,2013-01-01
330,4jtyUzZm9WLc2AdaJ1dso7,0 To 100 / The Catch Up,Drake,275.227,7/14/13,2013,0.737,0.559,0.716,0.0,0.252,-3.964,0.39,176.618,0.504,0,11,70,1,2013-01-01
331,7tGlzXJv6GD5e5qlu5YmDg,Love Me,Drake,253.44,1/1/13,2013,0.0119,0.674,0.608,0.0,0.103,-6.628,0.0334,124.952,0.464,0,8,66,1,2013-01-01
332,5DI9jxTHrEiFAhStG7VA8E,Started From the Bottom,Drake,174.133,1/1/13,2013,0.0328,0.794,0.522,0.0,0.156,-7.829,0.159,86.318,0.567,1,8,66,1,2013-01-01
333,4MRT0dDbhqFKl67WzhUbSw,Only,Drake,312.027,12/15/14,2014,0.405,0.573,0.495,0.0,0.0969,-7.245,0.592,179.196,0.255,0,8,68,1,2014-01-01
334,6HfOzLLjsaXsehIFEsrxTk,Trophies,Drake,188.32,1/1/14,2014,0.155,0.746,0.687,0.0,0.137,-7.475,0.382,143.931,0.283,1,1,71,1,2014-01-01
335,0PXp9QxBfSKGGpWUNaws2X,Drama (feat. Drake),Drake,251.86,7/31/15,2015,0.157,0.709,0.362,0.0,0.109,-9.814,0.055,122.043,0.113,1,11,76,1,2015-01-01
336,27GmP9AWRs744SzKcpJsTZ,Jumpman,Drake,205.879,9/20/15,2015,0.0559,0.852,0.553,0.0,0.332,-7.286,0.187,142.079,0.656,1,1,74,1,2015-01-01
337,0Y0TOsE1q11qgbi7c5WZsG,R.I.C.O. (feat. Drake),Drake,197.133,6/29/15,2015,0.317,0.727,0.599,0.0,0.219,-6.941,0.327,167.909,0.386,1,1,70,1,2015-01-01
338,7JXZq0JgG2zTrSOAgY8VMC,Jungle,Drake,320.4,2/12/15,2015,0.62,0.697,0.235,0.000144,0.107,-8.651,0.0534,99.947,0.378,1,7,70,1,2015-01-01
339,1zi7xx7UVEFkmKfv06H8x0,One Dance,Drake,173.987,5/6/16,2016,0.00776,0.792,0.625,0.00188,0.329,-5.609,0.0536,103.967,0.37,1,1,82,0,2016-01-01
340,1wZqJM5FGDEl3FjHDxDyQd,Come and See Me (feat. Drake),Drake,235.477,8/12/16,2016,0.0511,0.717,0.347,2.43e-06,0.087,-10.265,0.0636,84.987,0.0589,0,11,73,1,2016-01-01
341,0wwPcA6wtMf6HUMpIRdeP7,Hotline Bling,Drake,267.067,5/6/16,2016,0.00261,0.891,0.625,0.000176,0.0504,-7.861,0.0558,134.967,0.548,1,2,77,0,2016-01-01
342,5mCPDVBb16L4XQwDdbRUpz,Passionfruit,Drake,298.941,3/18/17,2017,0.256,0.809,0.463,0.085,0.109,-11.377,0.0396,111.98,0.364,1,11,80,1,2017-01-01
343,2IRZnDFmlqMuOrYOLnZZyc,Going Bad (feat. Drake),Drake,180.522,11/30/18,2018,0.259,0.889,0.496,0.0,0.252,-6.365,0.0905,86.003,0.544,0,4,83,1,2018-01-01
344,6vN77lE9LK6HP2DewaN6HZ,Yes Indeed,Drake,142.273,5/18/18,2018,0.035,0.964,0.346,0.0,0.108,-9.309,0.53,119.958,0.562,0,5,80,1,2018-01-01
345,6DCZcSspjsKoFjzjrWoCdn,God's Plan,Drake,198.973,6/29/18,2018,0.0332,0.754,0.449,8.29e-05,0.552,-9.211,0.109,77.169,0.357,1,7,84,1,2018-01-01
346,0TlLq3lA83rQOYtrqBqSct,Nonstop,Drake,238.614,6/29/18,2018,0.0164,0.912,0.412,0.013,0.104,-8.074,0.124,154.983,0.422,1,7,81,1,2018-01-01
347,14SaZBTjxlorHJQxXh01Hu,Girls Need Love (with Drake) - Remix,Drake,222.374,10/19/18,2018,0.443,0.656,0.432,0.0,0.132,-9.481,0.217,97.022,0.0897,0,6,80,1,2018-01-01
348,3CA9pLiwRIGtUBiMjbZmRw,Nice For What,Drake,210.747,6/29/18,2018,0.0891,0.586,0.909,0.000109,0.119,-6.474,0.0705,93.394,0.757,1,8,80,1,2018-01-01
349,2G7V7zsVDxg1yRsu7Ew9RJ,In My Feelings,Drake,217.925,6/29/18,2018,0.0589,0.835,0.626,6e-05,0.396,-5.833,0.125,91.03,0.35,1,1,81,1,2018-01-01
350,5ry2OE6R2zPQFDO85XkgRb,Money In The Grave (Drake ft. Rick Ross),Drake,205.427,6/15/19,2019,0.101,0.831,0.502,0.0,0.122,-4.045,0.046,100.541,0.101,0,10,85,1,2019-01-01
351,6XHVuErjQ4XNm6nDPVCxVX,No Guidance (feat. Drake),Drake,260.64,6/28/19,2019,0.123,0.698,0.454,0.0,0.155,-6.756,0.151,92.932,0.137,0,1,83,1,2019-01-01
352,127QTOFJsJQp5LbJbu3A1y,Toosie Slide,Drake,247.059,4/3/20,2020,0.321,0.834,0.454,6.15e-06,0.114,-9.75,0.201,81.618,0.837,0,1,95,1,2020-01-01
353,5yY9lUy8nbvjM1Uyo1Uqoc,Life Is Good (feat. Drake),Drake,237.735,1/10/20,2020,0.0706,0.676,0.609,0.0,0.152,-5.831,0.481,142.037,0.508,0,2,90,1,2020-01-01
354,4wVOKKEHUJxHCFFNUWDn0B,Chicago Freestyle (feat. Giveon),Drake,220.488,5/1/20,2020,0.629,0.735,0.449,0.0,0.113,-7.507,0.347,122.947,0.0397,1,10,88,1,2020-01-01
355,6Kj17Afjo1OKJYpf5VzCeo,Pain 1993 (with Playboi Carti),Drake,149.078,5/1/20,2020,0.163,0.825,0.373,0.0,0.368,-5.532,0.108,77.271,0.12,0,5,84,1,2020-01-01
356,7wsmIIm0xWmtP7TmACXkJn,Oprah’s Bank Account (Lil Yachty & DaBaby feat. Drake),Drake,206.702,3/9/20,2020,0.17,0.836,0.617,0.0,0.319,-4.363,0.0534,138.066,0.866,1,0,83,1,2020-01-01
357,466cKvZn1j45IpxDdYZqdA,Toosie Slide,Drake,247.059,5/1/20,2020,0.289,0.83,0.49,3.04e-06,0.113,-8.82,0.209,81.604,0.845,0,1,87,1,2020-01-01
358,5aooThgj87ID0vgiyvcjPM,I'm Goin In,Drake,225.307,9/15/09,2009,0.0389,0.662,0.763,0.0,0.103,-8.455,0.377,170.031,0.566,1,1,61,1,2009-01-01
359,1Ug1mV9h5qVSs4rvvnQWux,I Invented Sex (feat. Drake),Drake,247.933,8/31/09,2009,0.0678,0.69,0.76,0.0,0.184,-4.778,0.0587,89.958,0.468,1,0,59,0,2009-01-01
360,0q7LGcVSpsIoSbjChtZ8lI,Uptown (feat. Bun B & Lil Wayne),Drake,382.262,2009,2009,0.00391,0.416,0.824,0.0,0.104,-3.075,0.343,85.433,0.417,1,1,61,1,2009-01-01
361,0JaVdpmiex2EP7bBzyKVTa,November 18th,Drake,188.189,2009,2009,0.579,0.749,0.476,0.0,0.1,-11.147,0.507,71.937,0.534,0,11,61,1,2009-01-01
362,6NwhtCYkfwWlcR62Ac4E7y,Successful (feat. Trey Songz & Lil Wayne),Drake,375.05,2009,2009,0.536,0.562,0.544,0.0,0.17,-5.065,0.369,159.517,0.231,1,8,61,1,2009-01-01
363,6BdgtqiV3oXNqBikezwdvC,Over,Drake,233.56,1/1/10,2010,0.0107,0.35,0.845,0.0,0.123,-5.614,0.2,99.643,0.45,1,7,63,1,2010-01-01
364,0ConttVd0Ebk3dLNquOmh0,Moment 4 Life,Drake,279.307,1/1/10,2010,0.406,0.68,0.882,0.0,0.241,-3.883,0.236,97.943,0.386,1,11,63,1,2010-01-01
365,75L0qdzRnhwV62UXoNq3pE,Up All Night,Drake,234.333,1/1/10,2010,0.00782,0.606,0.811,1.49e-05,0.349,-4.667,0.278,156.347,0.276,1,7,61,1,2010-01-01
366,4BycRneKmOs6MhYG9THsuX,Find Your Love,Drake,208.947,1/1/10,2010,0.0211,0.627,0.614,0.0,0.0286,-6.006,0.17,96.038,0.758,0,6,60,0,2010-01-01
367,1pYKzfOlpHWtVUiEIu4Vn7,What's My Name?,Drake,263.173,11/15/10,2010,0.223,0.695,0.782,0.0,0.0773,-2.967,0.0629,99.992,0.595,1,2,62,0,2010-01-01
368,3FFcZZq3Z3EJrhUecwcMdG,She Will,Drake,305.84,1/1/11,2011,0.000402,0.364,0.841,0.0,0.242,-4.831,0.119,100.14,0.0837,1,8,63,1,2011-01-01
369,6Z01gUquJsjJC67uNWm6P0,Shot For Me,Drake,224.72,11/15/11,2011,0.0555,0.566,0.465,0.0,0.567,-11.714,0.235,143.015,0.177,1,2,64,1,2011-01-01
370,4OkiWfrZKmmVoILXk8JEtl,In The Morning,Drake,234.387,9/27/11,2011,0.764,0.44,0.671,0.0,0.212,-10.598,0.477,83.078,0.479,0,3,65,0,2011-01-01
371,0nq6sfr8z1R5KJ4XUk396e,Stay Schemin,Drake,267.72,1/1/12,2012,0.0621,0.541,0.734,0.0,0.12,-4.232,0.166,162.304,0.321,0,7,64,1,2012-01-01
372,6j9iyrrmqWlQZ5SD1hSTaq,No Lie,Drake,237.827,1/1/12,2012,0.0172,0.634,0.665,0.0,0.365,-5.984,0.176,131.108,0.611,0,6,60,1,2012-01-01
373,3Jv1XgMPVjdN5xGfnRJ20s,Pop That,Drake,303.533,1/1/13,2013,0.0648,0.734,0.892,0.0,0.58,-1.856,0.125,138.031,0.605,1,2,62,1,2013-01-01
374,1iLv1ieT9BZ3qsti9yTCnG,Odio (feat. Drake),Drake,225.0,2/25/14,2014,0.574,0.802,0.725,0.0,0.0821,-5.965,0.0676,128.04,0.598,0,0,70,0,2014-01-01
375,5wUUWVRvrciJqFitZF8R0P,Recognize (feat. Drake),Drake,311.197,7/29/14,2014,0.0102,0.643,0.541,0.0,0.102,-5.801,0.0426,119.499,0.165,1,2,66,1,2014-01-01
376,1uDjaezEbalGyGnuH80zDK,Who Do You Love?,Drake,233.507,1/1/14,2014,0.0281,0.676,0.415,0.0,0.0915,-9.752,0.508,193.206,0.146,1,9,65,1,2014-01-01
377,79XrkTOfV1AqySNjVlygpW,Energy,Drake,181.933,2/12/15,2015,0.38,0.747,0.571,0.0,0.534,-7.916,0.478,172.104,0.553,1,11,71,1,2015-01-01
378,1ID1QFSNNxi0hiZCNcwjUC,Legend,Drake,241.853,2/12/15,2015,0.0266,0.714,0.563,0.0,0.0776,-7.574,0.0723,100.091,0.31,1,1,68,1,2015-01-01
379,5lFDtgWsjRJu8fPOAyJIAK,Back To Back,Drake,170.638,7/31/15,2015,0.00855,0.893,0.48,0.0,0.116,-3.728,0.356,86.976,0.382,0,1,67,1,2015-01-01
380,5nN8BwAQDJDguq7Dpd3JQQ,Where Ya At (feat. Drake),Drake,208.027,7/17/15,2015,0.0933,0.813,0.453,0.0,0.14,-6.941,0.338,161.997,0.191,1,1,67,1,2015-01-01
381,5InOp6q2vvx0fShv3bzFLZ,Know Yourself,Drake,275.84,2/12/15,2015,0.196,0.72,0.412,0.0,0.342,-8.687,0.223,114.408,0.179,0,11,68,1,2015-01-01
382,72TFWvU3wUYdUuxejTTIzt,Work,Drake,219.32,1/28/16,2016,0.0752,0.725,0.534,0.0,0.0919,-6.238,0.0946,91.974,0.558,1,11,76,1,2016-01-01
383,5tFep7dXGd7vEJ668wTPux,Both (feat. Drake),Drake,190.312,12/16/16,2016,0.119,0.85,0.405,0.000118,0.0707,-7.509,0.225,139.976,0.344,0,7,69,1,2016-01-01
384,3cjF2OFRmip8spwZYQRKxP,Feel No Ways,Drake,240.653,5/6/16,2016,0.0319,0.588,0.674,7.55e-06,0.122,-7.083,0.171,193.893,0.198,1,7,70,1,2016-01-01
385,3O8NlPh2LByMU9lSRSHedm,Controlla,Drake,245.227,5/6/16,2016,0.0781,0.611,0.468,0.0,0.101,-11.084,0.179,92.092,0.349,0,10,72,1,2016-01-01
386,3BtuIIrQlkujKPuWF2B85z,Too Good,Drake,263.373,5/6/16,2016,0.0484,0.793,0.653,4.91e-05,0.1,-7.839,0.103,117.993,0.393,1,7,73,1,2016-01-01
387,4BhGTc3Cgay2U1QcTS7vQe,Fire & Desire,Drake,238.12,5/6/16,2016,0.0671,0.722,0.252,0.0,0.0852,-14.411,0.0762,79.923,0.276,0,1,69,1,2016-01-01
388,6n3HGiq4v35D6eFOSwqYuo,Teenage Fever,Drake,219.692,3/18/17,2017,0.111,0.766,0.283,0.0172,0.115,-10.33,0.0846,97.04,0.144,0,8,74,1,2017-01-01
389,343YBumqHu19cGoGARUTsd,Fake Love,Drake,210.937,3/18/17,2017,0.105,0.928,0.481,0.0,0.176,-9.35,0.287,134.007,0.613,0,9,75,1,2017-01-01
390,2bjwRfXMk4uRgOD9IBYl9h,Portland,Drake,236.615,3/18/17,2017,0.0172,0.925,0.443,0.0,0.276,-8.216,0.264,136.078,0.35,1,1,74,1,2017-01-01
391,4qKcDkK6siZ7Jp1Jb4m0aL,Look Alive (feat. Drake),Drake,181.263,2/9/18,2018,0.00104,0.922,0.581,5.86e-05,0.105,-7.495,0.27,140.022,0.595,1,10,77,1,2018-01-01
392,116H0KvKr2Zl4RPuVBruDO,MIA (feat. Drake),Drake,210.368,10/11/18,2018,0.0141,0.817,0.539,0.000496,0.099,-6.349,0.0621,97.062,0.158,0,6,80,0,2018-01-01
393,6n4U3TlzUGhdSFbUUhTvLP,Walk It Talk It,Drake,276.147,1/26/18,2018,0.0876,0.907,0.633,2.6e-06,0.106,-5.145,0.184,145.914,0.395,1,2,77,1,2018-01-01
394,05aZ9sAU1YXndHv0FMi9iW,Demons (feat. Fivio Foreign & Sosa Geek),Drake,204.805,5/1/20,2020,0.423,0.543,0.766,0.0,0.155,-3.387,0.343,106.869,0.729,0,0,79,1,2020-01-01
395,5fHrHoJKfCgBd35zwIBmUK,D4L,Drake,189.176,5/1/20,2020,0.0128,0.718,0.706,0.0,0.352,-5.709,0.06,170.004,0.815,1,1,79,1,2020-01-01
396,5H4mXWKcicuLKDn4Jy0sK7,Time Flies,Drake,192.932,5/1/20,2020,0.201,0.864,0.477,0.0,0.182,-5.786,0.224,86.46,0.5,1,10,79,1,2020-01-01
397,7eYAHC0RbBF9eaqWzT34Aq,Desires (with Future),Drake,237.946,5/1/20,2020,0.281,0.812,0.506,0.0,0.325,-7.706,0.116,145.074,0.554,0,5,78,1,2020-01-01
398,4iiWcajF1fEUpwcUewc464,"Life Is Good (feat. Drake, DaBaby & Lil Baby) - Remix",Drake,315.346,2/15/20,2020,0.107,0.81,0.566,0.0,0.122,-8.33,0.433,142.069,0.582,1,5,76,1,2020-01-01
399,3XLSlQLJf3Ut0zvMUxnF1h,Houstatlantavegas,Drake,290.791,2009,2009,0.393,0.683,0.695,0.00124,0.124,-6.798,0.0574,135.337,0.406,0,1,59,1,2009-01-01
400,4gaz3uvhKgO078XcdzyPsl,Money To Blow - Street Version,Drake,258.587,1/1/09,2009,0.0095,0.709,0.578,0.0,0.353,-8.686,0.0631,133.027,0.696,1,6,56,1,2009-01-01
401,2hcohLIysMxofYziluXCoX,Ignant Shit (feat. Lil Wayne),Drake,302.492,2009,2009,0.186,0.591,0.846,0.0,0.463,-3.687,0.276,94.795,0.121,1,7,58,1,2009-01-01
402,3fpTMuD1u3gJlVI4FadVHs,Fancy,Drake,319.387,1/1/10,2010,0.332,0.53,0.884,1.98e-06,0.355,-5.581,0.457,87.194,0.28,0,0,57,1,2010-01-01
403,1U4mweNwisxNj23ffuC9gO,Miss Me,Drake,305.52,1/1/10,2010,0.0813,0.426,0.862,0.0,0.34,-5.979,0.597,100.3,0.332,1,2,56,1,2010-01-01
404,0jF2AdhsalO1L7KkhK4LE5,Practice,Drake,237.733,11/15/11,2011,0.574,0.446,0.239,7.76e-05,0.12,-15.327,0.0876,104.675,0.31,1,1,61,1,2011-01-01
405,2Gnsof1hvZzjE1xdLRpjtf,Over My Dead Body,Drake,272.573,11/15/11,2011,0.759,0.489,0.57,2.1e-06,0.179,-10.291,0.306,185.516,0.584,1,1,60,1,2011-01-01
406,1D9XLqQp2YYiOxrr5KLb8K,Under Ground Kings,Drake,212.613,11/15/11,2011,5.2e-05,0.487,0.712,0.0,0.198,-7.323,0.27,156.209,0.397,1,8,59,1,2011-01-01
407,2FbGlEPAjNhWvrVvlentVq,Cameras / Good Ones Go Interlude - Medley,Drake,434.96,11/15/11,2011,0.255,0.441,0.403,1.27e-05,0.13,-11.18,0.147,139.92,0.158,0,2,58,1,2011-01-01
408,7t1lBIr3WIEtqQEOdZFMUf,Look What You've Done,Drake,301.96,11/15/11,2011,0.485,0.495,0.351,0.0,0.0967,-14.669,0.34,134.369,0.271,0,3,58,1,2011-01-01
409,4NVNapccSX7E5JLiW0uQEy,Pound Cake / Paris Morton Music 2,Drake,432.853,1/1/13,2013,0.139,0.52,0.762,1.11e-05,0.114,-6.75,0.538,164.096,0.265,1,2,61,1,2013-01-01
410,3eN46sMTppXYMAyWi37wn1,Come Thru,Drake,236.36,1/1/13,2013,0.159,0.558,0.468,0.0,0.586,-5.812,0.173,81.977,0.405,1,3,59,1,2013-01-01
411,6UgxOrbHWJeqHvh0ost7Aa,Too Much,Drake,261.853,1/1/13,2013,0.173,0.637,0.569,0.0,0.18,-5.858,0.55,140.269,0.148,1,6,59,1,2013-01-01
412,2znzyzlAUc8Z1Ikq9aFOcx,Tuesday (feat. Drake),Drake,321.987,9/1/14,2014,0.215,0.77,0.664,0.000118,0.105,-5.604,0.211,140.163,0.472,1,0,64,1,2014-01-01
413,1bzM1cd6oqFozdr4wK6HdR,Blessings,Drake,252.04,2/24/15,2015,0.33,0.79,0.621,0.0,0.122,-7.634,0.275,118.896,0.15,1,1,66,1,2015-01-01
414,3keUgTGEoZJt0QkzTB6kHg,Truffle Butter,Drake,219.227,1/23/15,2015,0.0743,0.887,0.673,4.06e-05,0.124,-6.846,0.0503,105.113,0.491,0,10,63,1,2015-01-01
415,12VWzyPDBCc8fqeWCAfNwR,One Dance,Drake,173.987,5/13/16,2016,0.00776,0.792,0.625,0.00188,0.329,-5.609,0.0536,103.967,0.37,1,1,66,0,2016-01-01
416,2KvHC9z14GSl4YpkNMX384,Do Not Disturb,Drake,283.551,3/18/17,2017,0.246,0.618,0.693,0.0,0.112,-5.943,0.45,170.982,0.454,0,7,71,1,2017-01-01
417,6wWaVoUOzLQJHd3bWAUpdZ,"Never Recover (Lil Baby & Gunna, Drake)",Drake,194.732,10/5/18,2018,0.0677,0.753,0.686,0.0,0.193,-5.415,0.284,132.055,0.886,0,1,72,1,2018-01-01
418,7rC5Pl8rQSX4myONQHYPBK,Mob Ties,Drake,205.147,6/29/18,2018,0.0456,0.755,0.575,0.00124,0.276,-8.393,0.0678,85.987,0.49,0,4,73,1,2018-01-01
419,1v24T2ug4TlssYZvI3aL4O,Lust For Life,Drake,176.179,2009,2009,0.939,0.462,0.422,0.0327,0.108,-10.381,0.175,87.364,0.0853,1,6,58,1,2009-01-01
420,4XTXamS1g4g93jPxyuFJJ6,Brand New,Drake,213.492,2009,2009,0.631,0.399,0.491,0.0,0.171,-8.992,0.0714,94.542,0.356,1,6,57,1,2009-01-01
421,3SnXwQUrvSacFziUYXTNKY,Congratulations,Drake,332.53,2009,2009,0.0185,0.333,0.859,0.0,0.22,-2.286,0.148,86.882,0.125,1,6,57,1,2009-01-01
422,7qje9qxLncMESiPeI27SAn,Say Something (Featuring Drake),Drake,240.92,1/1/09,2009,0.0845,0.555,0.713,0.0,0.712,-4.549,0.0911,79.934,0.725,1,11,55,0,2009-01-01
423,5xZtUAVUVfjBtVtMOgMkyy,What's My Name?,Drake,263.173,11/16/10,2010,0.229,0.69,0.786,0.0,0.0797,-2.959,0.0692,100.049,0.583,1,2,57,0,2010-01-01
424,6DkXLzBQT7cwXmTyzAB1DJ,What's My Name?,Drake,263.173,1/1/10,2010,0.182,0.689,0.784,0.0,0.0843,-2.972,0.074,99.954,0.561,1,2,59,0,2010-01-01
425,1GpSXGBCDDHKRrOTqg4jdr,Marvins Room,Drake,347.587,1/1/11,2011,0.649,0.412,0.254,0.00124,0.0841,-17.448,0.0964,168.068,0.332,0,9,56,1,2011-01-01
426,74atKkOasLOVzvqB6mYgga,The Real Her,Drake,321.08,11/15/11,2011,0.166,0.567,0.309,0.0,0.12,-14.254,0.385,65.041,0.509,1,8,58,1,2011-01-01
427,1QBwk6GTCxVdC2hoSw9tlM,Lord Knows,Drake,307.64,11/15/11,2011,0.0786,0.417,0.887,0.0,0.834,-5.551,0.367,167.579,0.303,0,5,57,1,2011-01-01
428,7udsBKuqnJ5csWTAkR0vEI,We'll Be Fine,Drake,247.947,11/15/11,2011,0.00171,0.386,0.488,0.0,0.64,-7.303,0.422,193.397,0.217,0,1,57,1,2011-01-01
429,27mF2eUbhExYWiOT0y9cuc,Diced Pineapples,Drake,276.16,1/1/12,2012,0.352,0.511,0.735,0.0,0.196,-6.026,0.239,110.965,0.379,1,2,58,1,2012-01-01
430,2uw8vslyCoFLQsoPcIhen5,Killer (feat. Drake),Drake,199.147,10/2/13,2013,0.0427,0.595,0.706,0.0,0.0845,-7.47,0.287,75.682,0.38,0,3,58,1,2013-01-01
431,48RN2EOOyG2Gs5Pyla7ZJj,Worst Behavior,Drake,270.187,1/1/13,2013,0.158,0.779,0.799,0.0,0.209,-6.359,0.15,109.944,0.414,1,9,57,1,2013-01-01
432,6t2eIONH4Sax3R21QWiKNp,Believe Me,Drake,337.64,5/28/14,2014,0.272,0.844,0.491,0.0,0.111,-8.807,0.17,91.935,0.196,0,10,60,1,2014-01-01
433,12d5QFwzh60IIHlsSnAvps,10 Bands,Drake,177.733,2/12/15,2015,0.265,0.825,0.756,2.15e-06,0.0762,-3.687,0.383,172.938,0.888,0,11,64,1,2015-01-01
434,3NxAG2ni1lLa8RKL6a0INc,Childs Play,Drake,241.4,5/6/16,2016,0.017,0.745,0.473,1.12e-05,0.197,-11.243,0.0955,80.006,0.296,0,10,65,1,2016-01-01
435,4ckuS4Nj4FZ7i3Def3Br8W,Sneakin’,Drake,251.333,10/24/16,2016,0.00496,0.806,0.558,1.45e-06,0.16,-6.538,0.172,85.011,0.26,1,8,65,1,2016-01-01
436,39hnH8WdPmNT3Q3yzwC9Rg,Why You Always Hatin?,Drake,196.6,6/17/16,2016,0.0392,0.926,0.336,0.0,0.138,-9.326,0.594,92.995,0.38,0,0,61,1,2016-01-01
437,6UjfByV1lDLW0SOVQA4NAi,Gyalchester,Drake,189.23,3/18/17,2017,0.0317,0.877,0.391,0.000502,0.0945,-8.196,0.063,131.018,0.122,1,1,69,1,2017-01-01
438,3qN5qMTKyEEmiTZD38BNTT,I'm Upset,Drake,214.467,6/29/18,2018,0.279,0.899,0.586,0.0,0.0836,-7.866,0.344,150.001,0.492,0,11,72,1,2018-01-01
439,1rlIrbWboTRGeKfHhgbJRZ,FLIP THE SWITCH (feat. Drake),Drake,156.195,10/12/18,2018,0.129,0.853,0.637,0.0,0.267,-5.924,0.331,86.048,0.496,0,3,73,1,2018-01-01
440,3IvMYBE7A3c7to1aEcfFJk,Deep Pockets,Drake,222.929,5/1/20,2020,0.482,0.473,0.824,0.0,0.605,-3.68,0.163,77.888,0.374,0,7,74,1,2020-01-01
441,6fLVTVaHWaEfVKfEgbkf4D,Losses,Drake,271.184,5/1/20,2020,0.28,0.551,0.57,0.0,0.424,-7.385,0.351,85.687,0.505,0,1,73,1,2020-01-01
442,3d8PDk3B4am5c6TsUCznUW,Shut It Down,Drake,419.307,1/1/10,2010,0.411,0.59,0.434,0.0,0.0979,-9.298,0.069,119.905,0.399,0,9,52,1,2010-01-01
443,4xRxYWgAtL6pzRz94GlZlA,The Ride,Drake,351.0,11/15/11,2011,0.517,0.556,0.702,0.0,0.343,-10.079,0.205,155.948,0.793,0,0,55,1,2011-01-01
444,46X8c9qJzpBLYcos3OX0CE,The Zone,Drake,418.507,1/1/12,2012,0.26,0.619,0.521,0.000542,0.101,-8.092,0.0744,139.886,0.254,0,3,60,1,2012-01-01
445,7EdJ8z6IBotTjO50DfzzuV,Furthest Thing,Drake,267.373,1/1/13,2013,0.147,0.484,0.78,0.0,0.057,-5.264,0.135,137.101,0.271,0,9,57,1,2013-01-01
446,3IQgeOgdHIag6mu0mgKRgQ,The Language,Drake,224.013,1/1/13,2013,0.0125,0.831,0.651,0.0,0.0809,-8.363,0.437,120.064,0.502,1,1,56,1,2013-01-01
447,6GCsFtfTR4R9Y0ECkFJhNr,"Hold On, We're Going Home",Drake,227.88,1/1/13,2013,0.00415,0.776,0.413,2.68e-05,0.0724,-7.438,0.0952,100.003,0.287,0,6,54,0,2013-01-01
448,7e44z4wOjkllaD8eulUeMd,Truffle Butter,Drake,220.467,12/15/14,2014,0.0579,0.89,0.667,2.97e-05,0.108,-6.862,0.0521,105.099,0.522,1,2,63,1,2014-01-01
449,7jslhIiELQkgW9IHeYNOWE,Big Rings,Drake,217.707,9/20/15,2015,0.00196,0.776,0.675,0.0,0.227,-6.224,0.266,131.984,0.27,0,8,62,1,2015-01-01
450,3a8tAZFJxlmBwOtrf5L1oC,6 God,Drake,180.667,2/12/15,2015,0.0249,0.868,0.623,0.0,0.125,-8.595,0.101,105.446,0.498,1,2,62,1,2015-01-01
451,3lSR267IJfT54p0Gfuw7mi,Right Hand,Drake,190.595,7/31/15,2015,0.117,0.916,0.301,0.0,0.089,-7.657,0.237,100.518,0.351,1,2,62,1,2015-01-01
452,4cRBqWBjuccCowYVHFlXK6,Redemption,Drake,333.947,5/6/16,2016,0.612,0.694,0.314,2.04e-06,0.117,-7.82,0.117,119.906,0.338,1,0,64,1,2016-01-01
453,5mPSyjLatqB00IkPqRlbTE,Pop Style,Drake,212.947,5/6/16,2016,0.192,0.713,0.462,2.16e-06,0.105,-10.027,0.123,133.054,0.0595,1,7,64,1,2016-01-01
454,6G8kHiVZ1jW7vHMPVRNZU0,Don’t Matter To Me (with Michael Jackson),Drake,245.787,6/29/18,2018,0.493,0.826,0.318,0.0131,0.11,-12.391,0.0574,103.002,0.138,1,10,73,0,2018-01-01
455,2WP8G2pdddDmnh1xbfKBOI,Finesse,Drake,182.08,6/29/18,2018,0.133,0.807,0.32,0.000328,0.101,-8.152,0.0582,94.99,0.298,0,0,71,0,2018-01-01
456,3LnJM1B5Mjgx5LfT9plXUU,LOYAL (feat. Drake),Drake,197.973,3/26/20,2020,0.517,0.866,0.53,0.00159,0.0946,-6.347,0.0495,104.952,0.203,0,0,77,0,2020-01-01
